Income,Age,Risk_Appetite,Net_Worth,Investment_Horizon,Stock_Allocation,Bond_Allocation,FD_Allocation,ETF_Allocation,Cash_Allocation,Other_Allocation,Expected_Return,Portfolio_Volatility
27657.72,61,Medium,131913.65,5,39.81,18.7,15.13,15.04,6.56,4.76,7.55,15.13
38164.37,39,Medium,317102.03,22,38.61,19.62,9.37,16.96,9.12,6.31,8.51,14.19
70462.82,54,Low,646023.8,9,9.46,23.8,27.82,5,27.2,6.73,4.16,7.5
90344.36,43,Low,938036.11,23,9.88,41.16,13.66,8.81,23.05,3.43,5.09,8.88
20000,65,Medium,228079.02,1,35.28,18.18,13.17,14.31,9.59,9.48,6.36,12.17
59172.1,52,Low,631472.48,13,19.34,28.9,13.92,8.41,28.21,1.22,5.95,9.87
37526.67,40,Low,121712.95,22,6.95,41.07,22.96,9.98,11.09,7.95,4.56,7.9
35716.5,47,Low,278113.64,13,14.06,26.01,22.9,8.17,23.83,5.03,4.64,9.15
66719.17,36,High,257367.11,30,65.3,7.81,0.18,10.8,6.65,9.25,8.63,17.73
38628.22,36,Low,189009.56,26,11.14,31.73,22.08,5.05,23.02,6.97,3.99,8.46
181282.2,24,Low,1451830.02,30,7.61,23.68,22.01,9.6,26.78,10.32,4.08,7.97
155212.33,30,High,654358.41,30,63.25,3.36,4.03,14.62,5.78,8.97,8.94,14.2
154440.24,64,Low,595041.61,1,18.85,28.92,23.08,6.2,15.83,7.11,5.39,10.28
40383.3,25,Low,225897.31,30,23.28,32.2,11.58,11.08,13.52,8.33,6.25,9.36
27780.81,32,Medium,106064.7,30,47.97,12.76,12.54,14.1,11.77,0.86,7.76,14.66
64069.5,38,Low,241225.37,29,21.57,30.19,18.44,8.44,19.2,2.17,4.8,10.26
53200.4,39,High,207730.59,30,64.26,0.52,1.73,17.82,1.26,14.41,9.93,17.93
36865.86,44,Low,184401.88,20,19.51,30.88,20.61,4.25,17.01,7.73,5.58,10.24
23423.9,34,Low,244009.64,30,9.55,36.18,12.64,5.29,27.03,9.31,3.8,8.97
58039.87,45,Medium,298163.73,19,34.18,20.2,8.28,18.21,7.62,11.51,7.58,13.85
43427.33,53,Low,235001.53,12,17.68,31.26,16.6,8.93,16.68,8.84,5.94,9.07
104065.68,55,Medium,368019.89,7,41.34,24.07,6.71,17.57,9.1,1.2,7.79,14.32
102148.68,36,High,253458.35,25,58.83,7.15,0.66,12.22,7.23,13.9,9.86,16.68
144746.57,47,Low,522207.43,18,8.38,29.98,15.57,8.98,28.97,8.11,4.06,8.97
21909.23,26,Low,196536.43,30,8.52,31.46,21.57,10.04,24.08,4.33,4.1,7.76
82697.65,31,High,838027.4,30,59.95,4.82,2.84,17.27,3.5,11.63,9.75,16.86
33527.7,25,Low,291562.38,30,16.93,35.76,18.81,5.81,16.2,6.48,5.43,9.42
22601.43,39,Low,238476.19,25,21.31,23.85,20.84,6.92,25.47,1.62,4.08,10.07
42583.33,29,Low,382184.63,30,15.02,29.37,24.45,5.85,24.97,0.34,3.61,7.39
141077.38,21,Medium,637284.98,30,41.62,18.24,11.12,13.92,6.59,8.51,8.08,13.61
44544.55,35,Low,384667.68,29,16.02,26.89,20.8,6.1,23.32,6.86,5.81,9.08
209916.18,19,High,1699315.26,30,68.71,3.25,1.31,11.94,7.78,7.02,9.15,17.74
93078.89,55,Low,433692.42,6,7.73,33.69,16.7,8.17,32.51,1.19,3.8,9.62
43775.41,33,Low,442966.71,30,15.72,30.95,19.46,5.44,24.39,4.04,4.94,10.16
151772.59,51,Low,1566233.43,19,16.23,29.89,21.09,8.4,12.86,11.53,5.09,9.21
85683.65,34,Medium,590119.25,30,46.21,10.64,6,17.77,12.4,6.98,8.05,14.15
28454.24,25,Medium,153976.26,30,33.78,18.73,12.37,14.35,6.11,14.67,7.26,13.88
265439.43,54,Low,1344270.54,10,7.28,22.31,23.55,7.41,30.04,9.41,3.75,7.45
73842,41,Medium,532754.4,26,45.84,16.52,7.47,14.24,12.35,3.57,8.04,14.74
60909.03,62,Low,187608.9,4,15.41,24.37,17.95,10.6,27.41,4.25,5.79,8.83
30262.78,34,Medium,169174.5,23,44.52,12.98,11.26,11.14,6.08,14.01,7.78,14.71
154157.56,34,High,402749.95,30,76.39,0.65,3.97,10.16,7.08,1.75,9.98,18.78
90755.12,52,Medium,686690.36,12,38.79,24.26,9.24,14.43,8.16,5.12,7.04,14.61
99259.25,52,Medium,730181.78,9,47.28,23.3,8.86,13.21,5.64,1.72,6.85,14.93
39977.61,41,Medium,309984.71,22,35.93,14.14,9.59,16.81,10.61,12.92,6.98,12.92
116935.79,80,Medium,455121.3,1,40.31,22.62,8.18,13.69,9.01,6.19,7.77,12.53
124436.49,36,Medium,1225173.97,28,45.96,14.49,10.91,13.58,6.92,8.15,7.75,14.86
35139.36,24,Low,244458.41,30,26.95,22.79,22.32,8.92,13.75,5.26,6,11.56
20000,27,Low,155937.92,30,23.55,27.39,27.37,9.37,10.84,1.48,4.93,10.21
95530.26,36,Low,643006.31,30,9.58,35,23.42,5.71,23.45,2.84,3.8,8.74
20000,58,Low,181906.09,8,20.46,27.79,32.77,5.93,11.64,1.42,5.71,10.97
67758.99,37,Medium,681213.44,27,41.16,20.24,12.13,15.05,5.64,5.78,6.97,12.73
41952.94,58,Low,343959.35,9,7.87,34.28,25.24,8.07,17.21,7.33,4.43,7.52
159059.24,45,Low,980427.68,18,20.06,30.8,21.21,6.73,13.61,7.59,4.91,8.58
43819.08,53,Medium,409317.58,10,49.2,12.07,10.59,13.02,7.36,7.75,8.03,15.35
145498.09,44,Medium,627694.67,17,51.36,13.92,7.26,11.58,14.46,1.41,8.03,13.2
39764.6,44,Low,184610.81,16,12.37,39.1,25.17,5.73,15.09,2.54,4.85,8.13
133531.49,49,Medium,785252.76,19,37.15,13.74,7.66,17.37,11.44,12.65,7.52,13.18
311879.78,33,High,695895.85,30,60.43,7.8,1.31,12.65,7.15,10.67,10.4,17.29
25531.34,33,Low,144013.75,30,15.59,22.26,30.23,7.64,19.94,4.33,5.59,7.33
75790.51,44,Medium,450282.27,20,31.59,24.68,7.01,14,11.6,11.12,6.82,12.61
500000,63,Low,3377794.92,7,20.45,33.68,18.9,11.57,12.52,2.89,5.45,9.87
63282.93,21,High,422569.9,30,67.61,2.93,3.37,12.41,5.49,8.19,9.04,16.05
63040.36,18,Low,329369.9,30,7.46,35.02,26.23,6.83,21.6,2.85,5.01,7.61
112746.7,36,Low,571107.64,28,17.63,30.72,22.88,6.94,18.65,3.18,5.68,10.49
62004.64,52,Medium,176663.45,12,50.33,15.7,9.69,13.56,8.49,2.23,8.17,15.59
20000,40,Medium,220978.04,21,36.99,25.01,9.6,14.6,9.23,4.57,7.55,13.15
148439.05,25,Medium,596518.5,30,44.36,13.08,9.93,16.08,6.35,10.21,8.78,15.38
20000,40,Low,137280.51,24,13.26,24.08,32.2,9.03,21.22,0.21,5.42,9
42987.58,19,Low,111940.86,30,6.88,38.14,13.51,9.65,26,5.83,3.88,8.25
157635.46,47,Low,1568930.21,11,21.95,23.32,14.07,6.91,31.22,2.53,4.51,8.98
45110.3,36,Medium,304703.13,28,42.58,16.45,12.74,12.82,6.14,9.26,8.3,14.18
34445.81,39,Low,114304.74,28,8.9,24.8,30.23,11.12,17.85,7.11,5.01,9.26
121238.02,45,High,531110.16,17,63.83,8.09,3.6,14.65,3.51,6.32,9.77,17.03
30369.92,42,Medium,316364.93,28,47.34,18.09,14.08,13.51,6.63,0.35,7.9,14.1
22568.7,33,Medium,145970.18,30,46.76,12.34,10.37,11.59,13.29,5.65,7.81,15.62
74735.54,52,High,613655.59,10,58.71,3.42,0.37,13.53,7.71,16.26,10.05,15.11
51831.91,49,Low,407200.23,11,16.98,36.47,12.06,5.98,23.3,5.21,5.33,8.94
22184.77,18,Low,146128.3,30,7.1,26.77,28.47,6.78,29.71,1.16,2.86,6.49
99873.72,37,Low,902480.73,21,13.7,43.74,12.76,6.44,20.61,2.75,4.87,9.04
87002.31,27,Low,229091.95,30,25.04,28.65,19.73,9.9,12.48,4.2,5.69,11.59
44994.51,24,Low,442421.48,30,19.6,26.48,17.41,8.37,18.74,9.4,5.6,11.89
47526.1,46,Low,414063.16,14,10.76,31.16,14.49,10.03,23.77,9.79,4.8,7.7
87414.29,34,Medium,812835.97,29,37.79,27.81,8.04,16.63,6.2,3.53,6.77,14.8
155498.13,38,High,370059.97,27,69.65,1.63,2.32,12.22,5.68,8.5,9.43,17.68
47851.86,31,Low,159164.35,30,10.75,35.67,21.5,6.99,17.45,7.63,4.53,8.8
101300.91,44,Medium,413447.52,22,31.96,22.08,12.29,12.73,10.56,10.38,7.74,13.29
94302.22,48,Medium,684397.25,19,45.4,13.86,10.13,16.82,10.1,3.69,7.37,11.67
121242.22,66,Medium,398126.97,1,48.21,16.15,7.22,18.92,8.98,0.52,8.63,13.16
61916.82,37,High,622261.09,27,71.3,2.08,2.08,11.04,5.35,8.14,10.67,15.29
28918.58,22,Low,253023.35,30,15.36,37.07,10.43,9.56,20.06,7.52,3.99,8.46
41444.09,33,Low,383648.89,30,19.07,33.88,22.81,6.83,15.3,2.11,5.43,11.36
78935.21,50,Low,576560.98,14,8.74,41.18,14.63,9.74,24.47,1.24,5.37,8.29
257010.28,30,Medium,1841301.65,30,31.2,20.2,11,12.75,10.54,14.31,7.44,10.12
40736.68,22,Low,175514.65,30,11.57,36.46,17.18,8.78,18.13,7.89,5.6,10.14
114225.49,30,Medium,1090050.33,30,41.98,19.4,13.2,12.56,11.37,1.49,8.14,12.99
46150.11,33,Medium,364881.27,30,44.72,11.79,6.55,15.17,10.5,11.27,7.12,14.91
65543.86,27,Medium,377130.16,30,41,14.12,11.29,15.94,10.97,6.67,7.61,14.25
201675.9,42,High,1867847.73,26,53.2,5.35,2.5,17.12,9.94,11.89,8.88,15.19
110584.36,39,Medium,1024370.2,26,42.79,12.23,9.3,14.85,10.97,9.86,8.02,14.11
22226.94,49,Low,93549.76,12,8.86,24.92,28,6.72,21.81,9.69,3.95,7.8
37953.61,34,Low,390714.58,30,22.37,29.91,19.96,8.81,12.77,6.18,5.57,9.32
163910.68,46,Medium,850378.14,16,35.97,22.74,11.18,10.52,5.21,14.37,7.82,13.42
67211.68,34,Medium,395408.96,27,32.13,24.7,12.94,12.11,8.41,9.7,6.97,12.58
23933.34,26,Medium,90201.37,30,35.18,27.4,11.65,12.75,9.76,3.26,7.69,11.3
31161.48,33,Low,314095.75,30,12.27,34.16,22.99,10.53,18.81,1.24,4.82,9.97
105334.33,20,Medium,685042.75,30,34.04,19.84,7.24,16.46,11.06,11.36,7.2,13.14
132936.66,61,Low,1290083.68,5,11.83,36.49,22.56,7.19,19.7,2.22,5.1,7.89
60863.2,41,Low,542909.97,25,13.95,27.48,14.47,8.22,26.5,9.37,4,9.84
434673.69,30,High,4021978.19,30,52.4,9.2,3.69,16.59,3.43,14.69,9.62,16.59
116008.85,35,Low,1147068.82,29,15.52,29.94,25.82,7.22,11.99,9.51,5.28,9.42
49380.7,18,Low,466734.04,30,15.44,28.46,22.17,8.37,20.24,5.33,5.26,9.33
31242.51,57,Low,171931.27,5,22.87,21.63,20.45,6.98,22.34,5.72,4.68,8.05
27506.91,56,Low,126442.44,9,5.39,30.53,23.21,8.04,30.52,2.31,3.39,7.3
78467.27,41,High,587291.14,18,56.07,7.82,1.4,21.79,10.79,2.13,9.8,14.58
40581.93,43,Medium,174503.71,19,39.73,20.6,9.89,15.35,9.57,4.87,6.93,13.68
228912.44,24,High,2062431.61,30,64.88,7.02,0.95,17.7,0.26,9.18,10.34,17.51
193909.97,25,Low,1882589.77,30,22.93,30.36,21.71,10.63,12.24,2.13,5.66,11.45
99563.72,19,Medium,314725.61,30,42.16,19.2,7.76,12.3,6.65,11.93,8.33,13.02
23362.86,38,Low,128804.77,22,19.86,42.43,13.33,8.13,15.67,0.58,5.85,10.03
35042.78,52,Low,297362.53,12,11.1,32.3,16.19,9.1,27.79,3.52,3.85,6.86
163839.38,35,Medium,1313285.25,28,32.95,25.25,10.16,17.73,7.56,6.35,7.46,13.22
38240.36,44,Low,277208.75,20,14.36,26.98,18.25,7.12,30.56,2.73,3.89,7.5
147239.12,51,Medium,780166.39,14,41.97,11.27,11.5,14.69,9.66,10.91,8.34,13.17
87709.28,20,Medium,410148.37,30,31.88,19.15,12.09,15.53,11.81,9.56,8,12.59
62534.53,62,Low,520237.08,1,7.71,36.93,18.88,8,28.1,0.39,3.47,6.33
34194.96,53,Low,325071.94,12,18.48,38.08,18.49,4.85,19.88,0.22,5.22,9.49
55642.62,46,Low,285858.03,18,26.32,28.79,13.84,10.81,19.53,0.71,5.67,9.37
69829.94,51,Low,372774.04,13,7.48,32.38,32.23,6.24,12.96,8.71,4.73,8.11
137054.09,51,Medium,829541.1,12,31.18,20.49,7.18,17.52,14.23,9.41,6.74,11.06
29540.32,43,Low,208477.07,19,23.08,23.86,15.38,8.6,23.75,5.33,5.75,10.6
48622.73,57,Low,482022.8,7,15.83,24.62,25.63,7.4,20.6,5.92,5.19,9.58
62190.55,34,Low,375754.26,29,7.83,45.38,18.66,8.14,16.97,3.02,5.05,8.47
101950.48,45,Medium,1046895.42,20,33.16,25.97,10.67,14.98,13.75,1.48,7.62,12.67
29008.04,55,Medium,185179.59,12,40.92,20.5,8.95,15.3,13.94,0.4,6.77,14.08
20928.02,18,Low,175850.95,30,18.12,30.88,20.69,7.42,21.97,0.92,4.76,9.99
102875.21,45,Low,875356.22,18,21.35,29.29,21.93,5.88,17.52,4.03,5.4,8.63
20000,48,Low,188864.63,23,9.06,39.63,12.93,8.68,18.9,10.79,4.1,9.95
167725.44,19,Medium,846956.84,30,37.49,10.55,11.5,16.95,13.46,10.05,7.23,11.84
52963.54,43,Medium,257996.05,17,35.2,19.49,11.35,19.07,13.75,1.13,7.23,12.96
20000,30,Low,166685.15,30,20.01,36.22,9.96,6.76,18.8,8.25,4.65,11.74
40854.15,44,Low,340970.83,26,17.25,34.1,23.88,8.54,14.35,1.87,6.17,9.7
81259.15,38,Low,367991.59,30,9.92,22.22,28.17,7.46,21.9,10.33,5.06,8.59
39180.68,28,Low,211832.32,30,15.71,42.77,18.2,10.3,12.92,0.11,4.56,10.54
60969.17,53,Medium,595412.48,10,42.64,12.66,11.89,18.04,9.94,4.83,8.51,14.64
108462.8,34,Medium,954209.27,30,40.58,21.03,7.33,10.33,7.55,13.19,7.99,13.61
51039.11,43,Medium,220118.3,23,36.36,17.25,10.08,13.99,9.66,12.65,6.92,13.28
28352.02,55,Medium,323404.26,12,49.2,22.98,5.41,11.75,8.44,2.22,7.93,15.68
47236.05,28,Medium,359798.42,30,49.87,23.53,6.56,13.25,6.6,0.19,7.7,15.65
186087.44,40,Low,1151693.49,18,6.36,34.74,13.19,9.8,28.52,7.39,3.85,8.12
230994.99,34,High,867179.63,27,58.7,0.12,4.61,18.21,3.1,15.26,9.95,15.55
20000,36,Medium,192831.23,29,33.27,14.18,8.92,14.34,14.32,14.97,6.84,13.38
143619.42,65,Medium,1410191.33,1,46.06,17.85,8.06,16.94,10.29,0.8,8.06,13.11
73292.83,45,Medium,229667.66,14,38.58,23.72,5.4,12.11,8.62,11.58,7.63,14.27
125653.83,43,High,817776.12,24,55.11,4.74,4.38,15.55,6.02,14.2,9.58,17.01
38627.09,46,Low,394302.69,19,17.02,29.68,19.41,8.74,21.61,3.53,5.07,9.81
20000,45,Low,237403.66,24,17.29,23.74,27.03,6.45,19.47,6.02,5.88,9.16
95768.67,18,Low,264807.17,30,16.17,30.23,14.79,8.99,28.69,1.13,5.02,8.38
28263.26,67,Low,302388.83,1,20.94,21.06,15.77,8.01,27.52,6.71,5.1,10.43
20000,22,Low,107025,30,21.24,22.13,29.01,6.09,20.27,1.26,4.91,9.77
20897.37,60,Low,192322.89,2,17.81,25.65,12.51,9.37,27.89,6.77,4.59,12.05
97035.37,47,Medium,849468.94,13,34.72,24.09,16.42,13.56,7.81,3.4,7.07,12.43
67081.38,42,Low,468709.78,26,15.52,39.88,10.53,9.5,23.18,1.4,4.9,9.04
112203.86,36,Medium,359200.89,28,41.25,20.96,12.59,11.65,5.85,7.7,7.47,12.92
102473.56,71,Low,760060.76,1,10.49,27.5,24.1,4.64,26.44,6.83,3.61,7.95
42845.38,47,Low,173071.97,18,22.09,26.97,18.62,9.48,20.43,2.41,5.11,10.83
56710.86,40,Low,311052.39,25,14.7,28.98,12.8,10.18,25.21,8.13,4.57,8.73
39852.87,33,Low,290682.63,30,12.82,34.53,22.64,6.16,19.85,3.99,4.75,6.86
50707.93,32,Medium,535596.69,30,39.39,17.56,9.61,16.97,10.31,6.17,8.74,12.73
27675.31,40,Low,256294.81,24,12.78,32.91,24.79,4.46,24.53,0.54,4.52,7.78
82001.05,28,Medium,390971.19,30,30.66,21.86,9.43,10.82,15.23,12,6.53,13.57
141803.34,48,Low,1325991.09,20,17.71,26.56,26.42,5.42,23.62,0.27,5.11,8.84
31219.85,32,Medium,150921.92,30,33.5,18.85,13.68,15.04,9.58,9.36,6.68,11.84
167228.36,52,Medium,900171.27,13,39.91,24.14,4.51,11.48,12.79,7.17,7.24,12.51
65704.13,51,Medium,522504.03,12,33.26,15.25,14.83,17.39,10.06,9.21,7.7,12.88
72763.01,39,Low,423515.51,25,28.69,27.8,14.79,6.82,15.13,6.77,6.87,11.91
20000,46,Low,202732.32,16,10.42,31.99,27.72,9.56,15.2,5.11,4.94,8.02
20000,47,Low,191097.16,15,21.73,34.94,13.03,6.8,17.55,5.95,4.62,9.97
67332.14,22,Medium,516101.8,30,29.36,29.13,6.79,18.57,6.51,9.64,6.87,12.1
112857.99,60,Medium,665156.93,5,31.88,22.78,9.9,15.65,7,12.8,6.46,13.23
35066.29,36,Low,121598.19,30,10.83,24.95,27.07,7.68,20.78,8.69,4.62,7.11
228245.02,48,Low,2098018.71,13,14.69,33.36,16.56,6.39,26.5,2.5,4.35,10.67
108017.51,48,High,328001.09,17,66.56,8.77,2.86,11.62,6.94,3.25,9.84,15.36
29010.9,18,Low,183718.26,30,26.6,34.76,13.44,8.24,14.58,2.39,6.07,10.85
61499.16,32,Low,303550.9,30,8.24,32.83,30.44,6.12,17.9,4.47,4.99,9.83
435235.76,50,Medium,1952262.15,13,36.21,25.7,6.34,12.06,8.35,11.34,7.72,15.48
22204.46,40,Low,124665.5,27,11.47,38.72,22.01,5.86,20.6,1.33,4.96,10.55
91556.89,48,Low,430087.22,16,7.2,23.98,21.98,10.72,28.02,8.1,3.76,7.33
46346.65,41,Medium,487908.21,17,41.79,22.33,6.49,9.97,10.33,9.1,7.1,15.02
105621.46,54,Medium,1086600.09,13,35.92,17.11,14.95,14.9,13.8,3.31,6.7,11.88
165366.38,41,Medium,1127026.56,24,35.51,18.55,16.05,17.15,8.45,4.29,6.45,12.66
44051.3,57,Medium,329997.09,3,38.95,21.86,8.14,11.7,9.64,9.72,7.33,13.39
146859.21,28,Medium,378541.29,30,43.62,13.56,12.36,13.71,5.45,11.31,7.61,15.82
354712.38,38,Medium,3028184.02,26,40.19,13.95,13.04,13.8,5.62,13.41,8.25,13.09
63267.03,32,Medium,244856.5,30,33.27,23.96,14.8,11.96,7.08,8.93,6.61,11.61
112421.54,44,Medium,397078.64,24,41.97,20.84,5.21,12.4,6.43,13.16,7.75,13.76
37412.02,36,Low,237746.82,26,18.14,23.48,16.52,8.33,28.37,5.16,4.83,8.44
60931.61,37,Medium,328272.96,26,37.3,22.12,5.64,16.13,10.05,8.77,8.09,15.35
52091.64,31,High,175454.95,30,64.92,3.69,2.91,12.34,6.63,9.52,8.68,17.14
113510.27,34,Low,395357.03,30,17.12,32.74,11.7,8.6,24.97,4.87,5.21,9.04
157289.07,39,Medium,1602248.38,25,34.68,20.3,10.03,15.18,8.7,11.11,7.69,15.32
54960.83,18,Medium,451014.67,30,35.71,29.14,13.9,13.1,7.03,1.13,7.34,12.69
204638.06,18,High,1407176.76,30,62.2,6.09,1.43,13.26,7.38,9.64,9.33,18.84
204053.56,40,High,943739.33,18,62.59,7.58,3.47,8.66,5.8,11.9,9.6,17.62
118134.94,18,Low,659179.87,30,12.14,27.75,25.51,7.45,20.69,6.45,4.38,9.89
39706.83,37,Low,315895.6,27,16.75,33.42,20.78,8,12.64,8.41,5.07,10.1
36777.33,35,Medium,339304.3,28,42.15,13.66,11.08,14.8,5.49,12.82,7.82,15.08
31325.72,46,Low,345827.02,20,17.38,29.34,21.85,8.31,21.45,1.67,4.93,8.22
128211.01,31,Medium,413253.9,30,39.74,10.85,9.81,14.43,14.18,10.99,6.86,14.16
22758.3,58,Medium,138408.12,4,32.36,13.72,12.7,15.18,12.03,14,6.81,11.57
103111.89,50,Low,724410.8,12,11.07,40.21,26.68,8.37,12.77,0.9,4.58,7.81
25265.94,21,Low,261227.18,30,10.22,26.52,16.98,10.55,28.93,6.8,4.08,6.57
115952.6,36,High,687692.5,24,64.91,6.88,1.58,12.78,2.06,11.79,9.61,17.23
60832.26,58,Low,488179.69,5,13.74,34.53,26.11,9.96,11.11,4.55,4.51,9.29
174383.24,31,Medium,789532.88,30,36.42,21.89,5.45,15.65,11.19,9.4,7.16,14.21
149531.67,39,Low,1309108.59,26,24.7,28.27,22.07,11.08,13.29,0.58,5.91,9.61
189122.87,56,High,1349995.46,8,68.29,3.25,2.28,15.75,2.14,8.28,10.37,16.94
193059.71,33,High,1008813.93,26,52.76,7.67,4.04,14.6,4.46,16.47,9.05,15.93
67305.99,53,Low,479785.27,4,17.78,33.31,17.74,8.46,15.44,7.27,4.47,9.59
23743.53,29,Low,208454.97,30,20,20.37,22.59,5.86,28.95,2.24,4.69,7.07
25850.4,18,Medium,113855.91,30,45.03,19.95,7.43,14.02,7.89,5.69,8.05,15.85
20000,54,Medium,148631.21,11,37.48,23.5,9.41,15.02,12.77,1.83,7.59,14.77
25214.32,45,Low,145960.23,23,13.62,26.48,14.42,11.02,26.05,8.41,4.3,10.54
63396.17,46,Low,659755.85,17,9.56,30.27,27.93,6.59,19.37,6.29,5.15,6.41
38344.89,26,Low,115870.65,30,13.68,33.26,19.17,7.89,23.41,2.59,4.28,8.56
51947.63,27,Medium,154351.15,30,36.43,30.09,7.2,17.5,6.18,2.6,7.45,13.69
88989.37,53,High,484232.64,16,71.66,3.38,1.06,19.55,1.7,2.65,10.81,18.13
47044.42,42,Low,338578.14,25,16,32.48,22.58,5.04,17.91,5.99,4.56,8.53
24456.15,38,Low,151260.76,30,16.84,20.93,25.95,9.28,21.82,5.18,5.65,9.82
57498.43,42,Low,551175,16,15.24,41.11,11.68,11.23,12.18,8.56,4.56,10.84
29240.43,58,Medium,156103.61,8,38.9,15.85,13.62,14.96,6.92,9.75,8.42,12.16
48313.71,48,Low,285558.93,20,6.54,40,19.45,6.68,23.79,3.54,3.89,6.82
175662.78,34,Medium,1071043.85,30,46.27,16.65,15.48,11.4,7.21,2.99,7,14.54
48324.58,23,Low,197805.33,30,16.05,26.1,29.59,9.76,12.88,5.62,4.87,9.49
247425.77,47,High,1116058.1,14,60.76,2.79,3.99,11.94,0.35,20.18,9.12,17.93
188604.71,28,Low,1834697,30,23.41,33.32,21.86,7.89,12.63,0.89,5.97,11.76
37746.79,25,Low,257588.76,30,12.3,37.57,15.52,6.61,17.76,10.24,4.22,10.13
24666.49,55,Medium,275945.93,9,37.29,21.1,9.04,14.5,8.2,9.88,7.2,14.4
57529.69,50,Medium,289031.87,13,35.25,26.14,5.78,14.81,5.05,12.97,8,13.77
150958.77,44,Low,1085457.93,16,19.95,23.52,30.86,8.13,16.89,0.65,5.16,8.86
40536.06,25,Low,353583.59,30,14.13,31.2,18.95,5.52,25.22,4.98,4.86,8.85
124066.39,61,Low,727570.77,1,18.41,22.89,22.86,6.36,25.48,4,5.63,6.3
157763.42,52,High,1155981.95,12,70.52,0.79,5.41,18.93,0.71,3.64,10.21,18.54
32301.84,36,Low,323672.26,30,13.77,33.7,24.57,6.4,13.9,7.66,4.91,9.03
34935.51,33,Medium,142218.19,30,34.1,16.06,15.96,16.5,14,3.39,6.8,13.72
106109.78,40,Low,553352.1,28,10.52,36.85,20.84,8.29,21.96,1.55,3.97,8.32
67749.87,34,Low,616054.74,30,26.13,28.51,12.54,9.91,15.4,7.52,5.46,12.72
34656.85,66,Medium,199330.8,1,38.81,18.71,10.71,10.57,10.49,10.71,7.36,11.92
45267.99,35,Medium,326929.41,30,37.06,18.07,11.41,15.64,13.9,3.91,7.98,11.41
56708.77,27,Low,339132.14,30,21.51,31.26,21.16,9.2,12.3,4.58,6.23,10.99
20000,59,Low,205383.54,5,27.41,30,15.29,10.06,15.73,1.51,6.07,11.99
110703.9,33,Medium,846014.16,29,40.04,21.16,5.28,13.79,9.75,9.99,6.89,14.75
40910.67,49,Low,320149.76,14,7.83,42.21,17.44,9.94,16.52,6.05,4.71,8.48
20000,48,Medium,239484.86,16,36.25,19.96,11.26,10.82,12.64,9.06,7.16,13
58865.06,39,Medium,239294.87,23,46.12,13.94,14.28,12.02,11.95,1.69,8.07,12.28
33151.49,28,Low,315777.97,30,15.12,27.51,18.67,8.75,23.05,6.89,4.89,9.83
231690.47,39,High,1409528.82,28,66.95,6.33,0.91,15.27,1.48,9.06,10.77,17.03
37561.84,25,Low,298994.7,30,14.24,29.24,19.67,8.13,20.77,7.96,5.05,9.95
24933.94,39,Low,143472.58,23,21.84,29.29,21.71,6.6,19.58,0.97,5.02,10.92
90079.33,49,Low,297340.13,18,17.62,27.64,23.55,7.68,17.05,6.46,5.19,8.72
35374.34,60,Low,350835.37,2,9.71,27.58,31.41,9.58,15.43,6.28,4.16,10.45
32161.81,26,Medium,155097.63,30,43.82,16.66,7.36,17.08,11.57,3.51,7.58,14.57
90192.45,36,Low,497996.77,30,14.02,23.88,20.46,9.11,30.17,2.35,3.95,8.23
26100.92,33,Low,95125.33,30,21.1,22.97,12.72,9.6,26.36,7.24,4.85,9.66
20000,43,Medium,187032.63,20,42.27,22.44,11.2,12.82,9.22,2.05,8.21,14.11
238684.59,21,High,1811036.35,30,67.82,0.54,1.54,13.3,1.61,15.19,10.04,17.41
95387.12,28,High,906827.81,30,54.69,8.77,4.49,16.83,2.75,12.49,9.21,15.95
48568.6,19,Low,462342.15,30,14.38,32.56,10.14,9.1,25.51,8.3,5.53,8.1
59833.33,22,Medium,479191.57,30,30.51,25.97,8.3,15.76,10.51,8.95,6.81,11.93
89930.4,32,Low,443614.36,29,13.01,31.17,19.92,9.04,23.63,3.23,3.8,8.43
130714.36,60,High,713180.98,8,67.29,4.42,2.64,10.39,3.58,11.67,10.3,14.11
32771.67,44,Low,209615.35,25,18.68,30.45,11.1,9.36,29.24,1.16,5.18,7.62
80419.91,40,Medium,284239.93,24,37.32,18.86,6.32,20.48,6.64,10.38,8.41,13.22
40004.07,56,Medium,439170.82,15,41.28,13.02,13.38,9.85,13.86,8.61,6.94,12.38
51581.32,44,High,484778.65,24,66.29,0.83,2.57,18.92,7.14,4.24,9.18,15.67
68230.99,45,High,260757.18,17,64.22,1.74,3.61,13.51,0.78,16.13,9.7,16.24
59680.28,34,Medium,605242.39,29,34.81,16.32,5.89,18,9.96,15.02,6.84,14.19
108072.04,32,Medium,977175.72,28,33.93,28.72,10.36,13,11.68,2.32,6.84,11.11
88589.54,24,Medium,852385.42,30,45.34,12.78,13.54,19.2,6.27,2.87,8.19,12.99
20000,32,Low,117703.11,30,15.88,28.58,11.43,9.36,31.63,3.12,4.09,7.38
20248.61,36,Low,130855.8,29,14.57,33.6,25.79,5.31,19.14,1.58,4.34,9.84
44637.36,44,Medium,301084.58,21,31.81,24.04,8.72,19.08,6.87,9.48,7.02,12.95
259107.95,39,High,1021953.3,28,60.86,4.59,1.02,15.35,8.04,10.14,9.16,14.94
